Label,flow_duration,total_fwd_packets,total_bwd_packets,fwd_packet_length_max,bwd_packet_length_max,flow_bytes_per_sec,flow_packets_per_sec,syn_flag_count,ack_flag_count,rst_flag_count
Normal,49.752662412942946,2,16,1060.3374266083308,425.8963315061434,1961.479488972944,66.19207468083911,0,0,1
Normal,3.3031453577447043,19,9,651.028505536876,907.5280261657571,6733.504513022932,64.01307021662525,1,1,1
Normal,61.26989775515564,5,6,453.12755577687085,1193.3946965486803,3934.5778377056904,58.76609998185677,0,2,0
DDoS,71.64577030794742,132,15,931.666467814781,1396.590524233353,6710.970665193203,1668.8595468224012,1,4,1
Normal,41.73323115634291,8,5,1409.1216933662304,1046.5903197720274,8771.17515043268,82.03578715590939,0,4,0
PortScan,75.75382764991217,4,0,6.471342837479154,0.0,4186.248202779545,39.8208184014137,31,0,0
Normal,22.777429803908223,13,6,1139.2189532695813,1036.6168061693352,9722.045210384398,65.82155647882595,0,4,0
Normal,22.205531447511788,14,3,472.04712371589557,103.76301055512616,4145.279333203502,25.602579834901178,0,1,1
DDoS,16.22555706998864,57,13,1205.8025717724122,900.1242086782581,2215.9730859810816,1949.6453934578367,0,3,0
DDoS,37.262276502937276,108,15,1139.9770865913538,1341.9373032130043,5339.80103125972,4243.758068076145,2,1,0
Normal,84.71650233536944,7,11,1148.4491574376389,955.4197726832131,4050.4814845051405,76.38578766298092,1,2,1
DDoS,82.80841500869153,166,16,1496.5621020028602,11.31040786753157,1337.5149311228743,3188.2399236770966,0,4,0
Normal,38.34413837555403,15,15,210.77635770962166,1041.7786869756997,329.6002414366295,14.210319229530546,0,2,0
Normal,58.952961724425634,15,6,583.2588496840422,1089.6661964114428,7465.64130841051,87.43720534699779,0,2,1
Normal,72.10955001584406,8,14,946.2182499876234,811.8437294424172,9335.30891856831,81.64754063772547,1,4,1
Normal,24.1965567853395,2,11,885.7132086653154,1224.1323437184049,4460.697741013307,70.10237723672746,1,3,0
Normal,16.897294480885236,14,10,1170.9496269093206,303.43689926100143,747.5300657677968,85.29700263801625,2,1,0
Normal,97.21238972190987,16,16,70.36437261881501,613.4682938478202,7432.366782254663,53.7696530273272,1,2,1
Normal,61.793975589640894,10,12,1057.576753161422,1211.379028745811,8684.01246545939,99.08745450459213,0,1,0
Normal,98.14343061118302,15,7,1106.5859349335096,905.5347050146396,3304.165552959184,83.87019990917814,1,2,0
Normal,33.84182311450969,4,7,91.65167392702223,1491.5478719215696,2297.9512018259684,17.196031289633574,0,4,1
PortScan,70.33286682741574,12,0,20.423871746406853,0.0,3436.8603321992323,40.813226176322765,16,4,0
Normal,22.33810329046965,10,15,367.48905673361924,366.46669310965035,9092.320986696275,17.843367634379945,2,4,1
Normal,26.193897110263904,2,6,1202.440892056995,298.68802873275143,4237.815170502079,23.2018119523431,2,4,0
DDoS,51.23902191483544,111,19,74.42040929063165,1464.588337108689,6576.163508495749,3145.854527636969,2,4,0
Normal,32.029850738256314,6,8,219.24622094394792,1303.8939840686473,836.115462698022,36.778531867570486,0,1,0
Normal,16.84539422767439,14,15,156.68065693480898,199.6853162454001,2887.2351939655837,91.06430737766668,1,2,0
Normal,26.361782128733672,3,4,97.82655817737651,530.7058590320439,2357.4561856148407,1.01149783863691,0,0,0
Normal,3.671264607139878,15,18,900.1104945260564,78.895806925329,719.9799886110076,2.0251786319532776,2,3,0
PortScan,70.4719197856009,1,0,79.18090787677706,0.0,1294.0628705496306,92.11631758020124,37,0,1
DDoS,49.26245404287758,68,1,766.4596869968067,496.7920676733772,4224.382975959138,3307.047359677851,2,2,1
Normal,9.51488233381211,1,8,315.872282871275,386.3464004825153,5624.248007660756,1.2446930235831002,1,1,1
PortScan,17.252229913536272,13,0,16.351855479529597,0.0,3187.9965539701666,44.32400778449085,47,2,0
DDoS,10.343200357453137,92,17,540.5493331050811,1193.3273609226244,4253.066581568742,2969.238591466865,2,3,0
Normal,61.29802154676006,18,10,677.4530964964439,605.8764132627568,7618.976570803199,6.279659977285101,1,2,0
PortScan,9.51161532488813,3,0,66.75357253313598,0.0,2547.1496131537033,53.51651802428126,14,4,1
Normal,75.45280507021809,18,1,1006.7268785863143,669.1983875067444,437.8116083679408,14.877621556425867,1,0,0
DDoS,2.1490408401070784,133,5,509.8682565547651,321.7830705838531,2644.1892960727787,4453.578932735603,1,3,0
PortScan,25.012641220789625,6,0,64.21866871377972,0.0,9221.873038143147,30.914084165094334,42,3,0
Normal,89.07760092160153,2,13,820.1601764925971,807.0817662266426,278.44980812941344,22.944074025156926,1,0,1
Normal,71.88127868041238,4,9,72.76327057649034,692.369061057522,1376.5025304960664,74.23593198324791,0,1,1
Normal,7.389536459276203,18,16,1379.508126324691,411.48643046760856,744.2980429710035,85.01618642207859,2,0,1
Normal,82.13049783806946,7,8,266.93609036213104,277.6532845815668,3831.5768533173245,10.21695762959474,0,0,0
DDoS,49.354208641866464,113,14,677.293283908779,1420.4282968511025,6512.703956479898,3029.787500351823,1,0,0
PortScan,84.69362441416604,5,0,52.03937446228715,0.0,9112.407215508782,47.98046239802521,11,1,1
Normal,60.113903467594305,8,4,370.999802152812,1058.0544183738155,7961.260168012539,59.431859770700086,2,3,0
Normal,68.21511990008258,11,7,33.24682280979091,511.0415861792787,2581.9885395961296,9.243144399882741,0,2,0
Normal,99.35080588353124,15,17,735.074737391118,1454.4645377045954,6384.91543444387,38.126125344500764,0,0,0
Normal,23.31032103780942,3,16,335.89679406031973,1482.4181494284094,6672.06177413456,89.8625844576707,1,1,1
Normal,62.4321629186627,7,14,873.0412848069456,1237.644520110409,996.0734735309154,87.73205456138292,0,2,1
Normal,46.0861068667341,8,16,1225.6621690151565,872.2102975081041,4328.629030114584,31.81125147058365,2,2,1
PortScan,4.041250096976874,11,0,20.17105401579825,0.0,3181.3743781344506,23.51557541403192,48,3,1
Normal,1.545617086136217,10,15,967.5440173251116,493.44210537282544,1655.4279379614684,58.693877569792264,1,4,0
Normal,12.010934924004081,9,11,999.2285937411117,183.0428409044503,680.8493444967825,10.516303469961851,0,2,1
DDoS,64.94426487980095,115,13,1230.801744907603,118.59170363412596,368.6441534640102,3383.8499113369094,0,0,1
Normal,56.75959248254789,5,4,1031.8902134676193,698.1712607095088,8601.413628187714,17.50892980402163,0,2,1
BruteForce,3299.367171024524,15,1,1464.2582276873725,1468.1830784988547,3373.3602837665,21.566483392946353,1,72,0
BruteForce,734.8631321404755,4,15,684.3168796340508,370.3168671504938,4981.434389114817,22.266602689431522,0,89,0
Normal,46.98336933636471,5,12,75.38756029052301,616.4286196876872,2987.1598419681727,63.12093081984404,1,3,1
Normal,92.4698195024686,15,9,591.040355223373,962.1292696263614,1741.9730449881838,49.32314754796399,2,1,0
Normal,39.8194277441336,17,7,1259.8170639798434,526.5957345126345,2686.8733267146886,86.36699303666852,1,3,1
Normal,62.529754731866795,8,3,199.60148005700378,5.444625089568,1782.8623447782547,73.82604611635911,1,4,1
Normal,78.00388569475204,19,16,1103.9097788705953,594.3257020802233,7602.98766106596,50.386529021434676,1,1,1
Normal,78.41413538627457,9,4,803.4921874381931,1206.9621562024931,9084.38575592122,31.43462172725391,2,3,0
Normal,51.97608023128761,10,14,1350.9991456145806,1415.9399428268227,4401.566230118972,83.3642729299048,1,0,0
Normal,85.8093993456934,5,13,1096.7845000773018,412.6361940394196,8246.950815055381,8.87412891203632,0,2,1
Normal,39.19867152703832,10,19,990.7861658490795,1382.468463277879,4315.290408181702,68.41899016480416,0,0,0
PortScan,88.88045215700136,1,0,41.6940167439632,0.0,4523.139821475193,12.187324725148143,14,0,0
Normal,24.09869392291498,4,10,1362.329890939627,610.0857641983525,4902.645164973968,53.746844982673586,0,2,1
Normal,28.09361905835805,5,19,577.3750566529584,7.016724293007204,8220.33958504438,90.2598251588071,0,2,0
Normal,5.40675035748021,7,15,1391.7709677660796,1267.3138920852855,9369.614612831978,24.5686700312108,2,4,1
BruteForce,992.5620403087403,5,7,82.04700279422656,430.15879612814894,7469.986805293941,8.774489477316568,0,75,0
Normal,41.76381809964729,8,15,1143.8499418302695,1133.8298609650612,8895.588718420198,34.61039640018398,2,0,0
Normal,22.988749729748765,17,17,504.79641317352485,857.2718289798404,6462.984142744575,48.34747845559088,0,2,1
DDoS,23.25584873389631,119,16,731.095418348566,332.4967825241827,8408.6479583892,4919.187884692616,1,4,1
Normal,90.1498541288004,18,17,1253.6248290211845,972.3175364835716,5612.554388791484,3.943583760298241,1,1,0
DDoS,83.40826838605759,97,16,955.5580857987218,1147.2603487409665,7749.78751827087,2821.281843727847,2,3,1
Normal,55.39773544718262,3,18,686.2365368001435,711.667736560546,7081.9900856117865,41.662673461263765,2,0,0
Normal,61.64946896153054,14,17,245.89986417484627,1121.8654162102475,7517.694176534236,10.407102738530336,2,2,1
Normal,47.48512449797408,16,4,1408.897193265668,607.4577570020538,2420.328879237676,95.63316592880592,2,1,0
Normal,39.22748763359301,18,2,498.71621481196485,1470.3773580799436,1622.13497518007,51.587891512222754,1,3,0
Normal,91.55614043371132,10,17,151.74228544021278,359.7127582686959,6564.992281102224,38.316418844580745,0,3,1
DDoS,12.648709081678177,195,17,846.2201207446761,1166.782068669972,4880.583765634757,1748.5621573010603,1,3,0
Normal,41.90283429265118,10,2,609.4196868171856,1124.403085586318,7670.134613450393,64.96338610804459,2,0,0
Normal,34.52173460798875,1,2,885.7667406559582,794.1643538935069,1550.3928784928353,52.066466285024404,0,3,0
Normal,49.86525695308973,19,15,350.29494355144817,525.5073913846894,9482.156923333841,24.872318739325312,1,0,1
Normal,45.817424267063,2,16,568.0932976405804,668.6398920715594,7069.96746762241,26.054784966052225,0,0,0
Normal,51.93706421194304,13,11,1458.762560574567,944.2311421360317,327.5915960169501,36.864466126982485,1,4,0
Normal,14.07790582497671,16,2,1404.8043135559958,795.5244503629892,5807.6851330029995,75.32186189612845,0,3,1
Normal,51.36283600117638,8,8,1296.5726157225902,1142.3102404457131,3194.937789660425,81.78448792889053,2,2,0
Normal,24.31763950733237,3,12,1168.681293613586,541.0227071403497,2819.293348897463,20.01538422474261,0,1,0
Normal,18.51470176392031,19,14,234.83966230200548,160.8675524660299,9031.430286422667,81.92374755082616,2,0,1
Normal,6.576938456740503,14,14,700.395884914656,758.3928780078472,8375.89126597271,33.7628852019504,1,0,0
Normal,76.28899061973847,11,12,1091.8541788164976,388.5176337226043,194.58067813778294,20.829245473381025,1,4,1
Normal,42.80144789357034,12,2,392.6513487719698,924.9571218308424,1898.5469613924802,20.28347475212001,0,0,0
PortScan,62.70170396284466,11,0,62.17681141115236,0.0,7223.365194808416,46.87961685477772,32,0,0
Normal,72.78657499614386,11,12,627.1483489863152,1168.1228497486577,8497.087224503295,76.94592187584601,2,2,1
Normal,67.96373486482399,18,9,637.7120946120301,862.8408335511539,7204.27737665506,57.500834017618594,0,0,1
Normal,47.103021837059266,10,8,97.65038613343997,646.1393118329895,5300.510386050228,47.00005117638333,0,1,1
PortScan,38.851063042277815,16,0,88.17242737249168,0.0,9847.313963293022,2.7836206065691522,32,1,1
PortScan,37.65839497310231,8,0,79.78551459498848,0.0,7993.068381482346,56.79256978230449,46,2,1
Normal,64.04087481331263,6,7,375.44521055642286,960.526518411194,4732.49033081356,67.79589399858955,0,4,1
Normal,49.52995605869316,19,15,853.7397258769519,1321.1299486648625,5876.417212370992,10.709052988360877,0,2,0
DDoS,84.92831157405222,69,9,731.8229704450722,622.1814679608747,543.7082040285732,3251.887348654578,0,1,1
Normal,87.48272823423854,15,4,1293.1886716864701,796.1838516633154,9650.87986792868,10.062601412291777,2,2,1
Normal,17.1389817628512,13,6,980.3253656217996,886.8187852246286,3691.113622464495,69.37698603926583,2,2,0
Normal,13.709741789417992,1,12,237.6442422078101,715.9464477960106,6649.038375313199,52.930929190724214,0,3,0
Normal,63.07705251099635,2,15,214.30309026533567,89.34542301065245,6702.8072334699045,88.53472486720504,1,3,0
PortScan,30.19245223142172,13,0,60.73446546727854,0.0,663.7261239882097,41.99529209557396,44,2,1
PortScan,1.9552148046333762,2,0,22.847095580362932,0.0,2731.9434553305055,51.34577250080255,13,0,1
Normal,88.87540266935922,11,19,590.2964189841514,833.7060137790675,6596.30132121814,55.7394415052945,0,2,1
Normal,22.767386647656448,13,2,598.5166187272487,1163.0659248891661,9130.359412127094,87.60984890743622,0,4,1
Normal,92.93513710341233,10,15,294.49968181450595,8.172041587183209,7808.467043902583,80.16509152418489,2,2,1
DDoS,71.77170164273754,89,12,451.5183140054347,645.7144742915336,5843.370393977479,3818.4846817183934,0,1,0
PortScan,76.28908364215728,1,0,21.66993632051556,0.0,2401.597663241043,95.570327169579,15,4,0
PortScan,20.22600342973673,14,0,81.38872630116835,0.0,9493.541193526566,75.55395968267283,15,1,0
DDoS,23.496023119119613,151,4,1208.837105341433,352.96021466151325,4096.316979487403,1500.6706287150084,2,4,0
Normal,52.174648607024174,18,11,1436.1693738220254,1046.3511170843349,1584.059599479221,19.190816618047783,2,4,1
Normal,17.292775279721234,11,7,433.89978625349784,1175.2085501608387,314.2247647937917,85.72480944138454,1,1,1
Normal,30.612626099034927,7,13,167.97833647879872,543.7878524046151,9506.494470704454,64.94047114036587,2,2,0
PortScan,32.21410154698567,15,0,66.44221013778959,0.0,7801.362339317739,26.554771318811994,37,4,0
Normal,16.047030331951134,3,7,1110.826531738429,817.7072199530438,2242.2047616956506,17.970792521694428,0,0,0
Normal,20.597765056176563,2,11,1336.7136423711445,548.1345661578911,1503.5923046730773,15.52844085770618,1,1,0
Normal,78.87632901662482,8,11,541.3142270623929,1253.9053969521542,9598.831008288951,32.49243926477622,2,1,0
Normal,16.802865869272114,8,9,726.0934136437579,1168.5751740586816,2483.8356612479183,89.95447367888576,0,2,0
Normal,2.9428934452078566,11,4,1395.3595591278386,467.8318571392344,4673.175853430018,35.85258708107054,1,2,1
Normal,62.972558768630954,16,2,689.3286706631195,685.4678473813581,6147.449928682185,66.4093558947945,1,4,0
Normal,97.60071362730575,2,2,1008.1429408638697,1334.231859981419,717.5660748548554,12.044999472855322,1,1,1
Normal,33.18826008084983,5,9,1057.1981922147659,221.06494280130295,3509.889130310817,53.608557232641125,1,2,0
Normal,11.953704749305604,7,19,1255.670763840986,1131.348137337412,9442.037718335809,34.94456824870283,2,1,0
Normal,57.08169380421633,13,15,1462.7684866670018,475.20586026239613,7033.441784749677,16.891581939495502,1,0,0
DDoS,90.64478568845506,67,18,502.34899964992604,179.21551604899872,3741.073814379126,1647.925483023386,1,1,1
Normal,78.42777180486503,3,16,371.17627398543505,175.4682977920735,7938.128977594638,81.73841445882492,1,4,1
Normal,62.289335254430334,9,2,116.55892377812977,414.43100139097913,8388.149449120197,31.32083920691902,2,0,0
DDoS,31.574144011099182,189,12,1284.8062853048843,822.1193744037928,1602.6155785947412,1097.4743378137473,0,0,1
Normal,54.233829310294375,13,1,439.01980785094355,1361.8348563331715,5907.284852525358,40.01315333950069,2,3,1
DDoS,9.215359646295111,169,2,74.41919302156353,454.4922845807634,3730.870545090678,3977.5185569947416,2,2,1
Normal,67.92664788563893,5,14,1297.9057092287198,298.84173129225053,5117.944429108792,43.349975451310776,2,0,0
Normal,72.53709228787532,7,7,764.8641417636611,717.9824809644613,4743.723438769615,58.0102118520921,1,3,1
Normal,96.50665912870089,17,17,1257.4698068244718,234.9432281241119,5087.857867830958,30.604637854712426,0,4,0
Normal,26.11369613863266,15,15,831.72293964837,407.53620439622557,5267.285569722879,94.94067573757688,1,2,1
Normal,1.943796262397962,5,17,470.5946231470006,1479.9468873402639,785.6385412314767,56.24627861575311,0,1,1
Normal,54.60628559627235,7,9,194.6723875827372,837.0758630997271,1859.1740210532741,37.775504138763445,0,1,1
BruteForce,2555.7694041619698,2,13,655.7422691556717,1175.8646513791389,5705.3559672352585,73.76698840585841,2,67,1
Normal,79.0617068407105,18,2,39.82356389022135,317.7151710046858,9366.745157743,34.75110410613941,2,0,1
PortScan,19.45451940917858,10,0,35.8060520200023,0.0,7490.506770595041,3.4459096936131606,22,2,0
Normal,26.249111616798668,1,11,641.4969550694706,765.7935294763364,2462.567318577522,1.817813699974316,0,4,1
DDoS,51.307833434202905,132,19,212.2854512123052,1219.0017699320888,3681.008998201628,1808.5684109961048,0,3,0
Normal,33.12702091600319,19,14,795.3517362192805,32.357106620170605,3420.2630433041772,16.442420805693885,2,2,1
Normal,86.06509751008576,16,4,1201.3660457412332,1290.7195443387582,7718.215084745637,35.893861570147564,2,3,0
Normal,47.42863935849816,19,11,1462.2004292703475,119.3924005032606,9724.748656192729,77.19640507937208,2,3,1
Normal,79.97790654579009,6,16,791.0377471262223,1374.8945180627486,3618.517304226328,31.59600498195888,0,1,1
DDoS,58.103914072187145,146,2,194.3264415648604,214.25932566618116,246.13088946987963,4604.337206952874,0,0,0
Normal,77.33170514754948,3,2,1216.0592786167535,798.3575847261187,9375.136274718157,92.04491985474458,2,0,0
Normal,33.334031354379356,7,9,1043.6828834729558,149.08623712104207,7556.958704348613,70.13099311717443,0,4,1
Normal,83.15852053083809,3,4,1430.9568713315125,670.7870028070183,8360.12134926038,56.61405654220464,0,4,1
Normal,27.52977432354706,17,8,802.8194966759949,448.91825403733424,2165.939488054287,86.83851765854021,1,1,1
PortScan,54.65527091952875,15,0,97.14812477204488,0.0,6492.006941725886,33.733749622934425,16,3,1
BruteForce,3581.9521971704603,19,15,1444.2601806948876,817.5502367441993,2403.8161077273658,20.586629974676914,1,63,1
PortScan,47.60509951045672,19,0,88.9760777472014,0.0,215.01129160841526,74.96978020841726,47,0,0
Normal,31.88570342991945,11,11,23.858514462350044,34.744240197942865,1654.9577209052634,6.820592159876597,0,0,1
Normal,26.743672720657706,2,17,710.5035190255513,1295.179719674135,9235.789758956058,42.9940580514601,0,1,0
PortScan,96.70180330100095,7,0,67.15116985589643,0.0,2231.665717126847,29.420573408165982,41,2,1
Normal,16.09140313812439,19,8,1106.5617199844373,1470.9410871385815,5892.907281487991,97.16117525900253,2,0,0
BruteForce,3394.8195361706266,7,10,848.9176703380099,1276.9779047153381,9683.330922501473,38.332467424688666,0,63,0
BruteForce,2076.079764861809,10,3,164.70166798559566,842.0628796446698,849.2946078495507,66.67948359317687,0,26,1
PortScan,2.088158225633775,12,0,36.92297139412651,0.0,8098.5777245521485,27.579975149081623,46,1,1
Normal,69.9328386628053,18,17,804.6558558213696,129.3692345421038,6015.813514169989,98.33408352045102,1,2,1
Normal,25.365889375073085,6,13,171.09056652424627,1007.7527162778767,3301.658156274528,18.858778634833207,0,3,1
