flow_duration,total_fwd_packets,total_bwd_packets,fwd_packet_length_max,bwd_packet_length_max,flow_bytes_per_sec,flow_packets_per_sec,syn_flag_count,ack_flag_count,rst_flag_count,label
7060751,9,5,20,10135,1645.00915,1.982791915,2,13,1,DDoS
6108884,8,4,20,8760,1901.329277,1.964352245,2,11,1,DDoS
8067240,8,6,20,5840,1439.773702,1.735413847,2,13,1,DDoS
497,1,1,0,0,0.0,4024.144869,1,1,1,BruteForce
117081227,16,15,499,1410,49.31618969,0.264773447,2,30,0,Normal
10092698,8,5,20,7215,1150.832017,1.288059942,2,12,1,DDoS
71527453,37,42,1392,1418,363.8742736,1.104471034,2,78,0,Normal
9421186,8,6,20,4380,1232.859642,1.486012483,2,13,1,DDoS
445,1,1,0,0,0.0,4494.382022,1,1,1,BruteForce
2029861,8,7,20,4380,5722.066683,7.389668554,2,14,1,DDoS
4432141,9,5,20,7215,2620.629623,3.158744273,2,13,1,DDoS
238,2,2,56,184,2016806.723,16806.72269,0,0,0,Normal
123488,2,2,49,108,2324.112464,32.39181135,0,0,0,Normal
118211348,41,38,1013,2873,421.8292139,0.668294553,2,78,0,Normal
8029342,8,5,20,10135,1446.569345,1.619061686,2,12,1,DDoS
1983959,7,6,20,5840,5854.455662,6.552554765,2,12,1,DDoS
541,1,1,0,0,0.0,3696.857671,1,1,1,BruteForce
1615337,10,6,20,10135,7190.450042,9.905053868,2,15,1,DDoS
4073917,8,4,20,8760,2851.064467,2.94556811,2,11,1,DDoS
3198171,8,6,20,8760,3631.76328,4.377502016,2,13,1,DDoS
46610,1,1,64,117,3883.286848,42.90924694,0,0,0,Normal
4960204,2,2,56,105,55.23966353,0.806418446,0,0,0,Normal
1925983,8,6,20,5840,6030.686668,7.269015355,2,13,1,DDoS
9648749,8,4,20,8675,1203.782998,1.243684544,2,11,1,DDoS
69017259,2,2,48,48,2.781912855,0.057956518,0,0,0,Normal
533,1,1,49,65,213883.6773,3752.345216,0,0,0,Normal
90763,1,1,49,151,2203.541091,22.03541091,0,0,0,Normal
31187,1,1,54,179,7471.06166,64.12928464,0,0,0,Normal
192999,1,1,43,183,1170.990523,10.36274799,0,0,0,Normal
5813963,9,5,20,5840,1997.776732,2.407996061,2,13,1,DDoS
47168647,2,2,55,111,6.593362748,0.084802093,0,0,0,Normal
50778,1,1,49,77,2481.389578,39.38713616,0,0,0,Normal
59388,4,2,71,153,9934.666936,101.0305112,0,0,0,Normal
11869667,8,5,20,4380,978.5447224,1.095228704,2,12,1,DDoS
152723,1,1,46,193,1564.924733,13.09560446,0,0,0,Normal
4977893,8,6,20,4380,2333.316526,2.8124349,2,13,1,DDoS
7997197,9,5,20,7215,1452.383879,1.750613371,2,13,1,DDoS
9393782,8,5,20,7300,1236.4562,1.383894155,2,12,1,DDoS
5827220,9,7,20,4380,1993.231764,2.745734673,2,15,1,DDoS
46755,1,1,39,71,2352.689552,42.77617367,0,0,0,Normal
2576954,10,6,20,5840,4507.259346,6.208880717,2,15,1,DDoS
66853245,2,2,51,76,3.560036615,0.059832548,0,0,0,Normal
44166601,2,2,49,161,8.150955515,0.090566172,0,0,0,Normal
10527707,8,7,20,4380,1103.279185,1.42481169,2,14,1,DDoS
23849,2,2,30,132,13585.47528,167.7219171,0,0,0,Normal
66163,2,2,43,121,4957.453562,60.45675075,0,0,0,Normal
4,2,0,62,0,31000000.0,500000.0,0,0,0,Normal
5480821,10,5,20,11595,2119.208053,2.736816254,2,14,1,DDoS
1057997,8,5,20,5840,10978.292,12.28736943,2,12,1,DDoS
94201,1,1,44,176,2335.431683,21.23119712,0,0,0,Normal
3404318,9,6,20,10220,3411.843429,4.406168871,2,14,1,DDoS
117491886,135,299,2273,4344,4856.233221,3.693872103,2,433,0,Normal
61348,4,2,43,99,6031.16646,97.80269935,0,0,0,Normal
69015983,2,1,48,48,2.086473216,0.043468192,0,0,0,Normal
12218674,8,4,20,8760,950.5941479,0.982103295,2,11,1,DDoS
529035,8,7,20,4380,21955.06914,28.35351158,2,14,1,DDoS
3054245,9,5,20,8675,3802.903827,4.583784209,2,13,1,DDoS
23455,1,1,49,125,7418.460883,85.26966532,0,0,0,Normal
121016,8,6,20,4380,95979.04409,115.6871819,2,13,1,DDoS
5548862,7,6,20,4380,2093.221998,2.342822727,2,12,1,DDoS
60818,1,1,44,60,1710.02006,32.88500115,0,0,0,Normal
199,2,2,38,77,1155778.894,20100.50251,0,0,0,Normal
1022,3,1,0,0,0.0,3913.894325,2,3,1,PortScan
1803522,7,5,20,5840,6440.176499,6.653647696,2,11,1,DDoS
117366731,134,206,422,4380,2929.654742,2.896902701,2,339,0,Normal
888994,9,5,20,8675,14612.02213,15.74813778,2,13,1,DDoS
370,1,1,0,0,0.0,5405.405405,1,1,1,BruteForce
1835970,8,6,20,4380,6326.356095,7.625396929,2,13,1,DDoS
30764,1,1,47,175,7216.226759,65.01105188,0,0,0,Normal
634422,1,1,40,261,474.4476074,3.152475797,0,0,0,Normal
60304,1,1,44,100,2387.9013,33.16529583,0,0,0,Normal
12061644,8,6,20,4380,962.9698903,1.16070413,2,13,1,DDoS
6107474,9,5,20,10135,1901.768227,2.292273369,2,13,1,DDoS
2869898,10,5,20,11595,4047.182165,5.226666592,2,14,1,DDoS
99477,1,1,46,207,2543.301467,20.10514993,0,0,0,Normal
11026331,8,5,20,7215,1053.387568,1.178995987,2,12,1,DDoS
2441276,8,6,20,5840,4757.757828,5.734705949,2,13,1,DDoS
10599538,9,6,20,8675,1095.802477,1.415156019,2,14,1,DDoS
30601,2,2,33,120,9999.673213,130.7146825,0,0,0,Normal
11449659,8,5,20,7300,1014.440692,1.135404993,2,12,1,DDoS
60255,1,1,41,143,3053.688491,33.1922662,0,0,0,Normal
4571928,10,7,20,4380,2540.5037,3.718343771,2,16,1,DDoS
31404,4,2,28,284,21653.29257,191.0584639,0,0,0,Normal
5858728,9,6,20,4380,1982.512245,2.56028271,2,14,1,DDoS
237,2,2,35,83,995780.5907,16877.63713,0,0,0,Normal
12856631,8,5,20,5840,903.4248552,1.011151366,2,12,1,DDoS
7788869,9,5,20,7300,1491.230627,1.797436829,2,13,1,DDoS
9415682,8,6,20,5840,1233.580318,1.486881141,2,13,1,DDoS
345302,8,6,18,5792,33631.42988,40.54421926,2,13,1,PortScan
23258,1,1,47,79,5417.490756,85.99191676,0,0,0,Normal
1794946,8,6,20,5840,6470.946758,7.799677539,2,13,1,DDoS
11280208,9,7,20,5840,1029.679595,1.418413561,2,15,1,DDoS
10836231,9,5,20,11595,1071.867146,1.291962122,2,13,1,DDoS
12204417,6,9,4380,20,1064.368745,1.229063215,2,14,1,Normal
10006248,8,4,20,7300,1160.774748,1.199250708,2,11,1,DDoS
24092,1,1,58,74,5478.997177,83.01510875,0,0,0,Normal
45811430,2,2,101,165,8.207558681,0.087314454,0,0,0,Normal
156,2,2,52,68,1538461.538,25641.02564,0,0,0,Normal
116770950,36,56,209,2860,579.8531227,0.787867188,2,91,0,Normal
546,1,1,47,108,283882.7839,3663.003663,0,0,0,Normal
46685,2,2,49,143,8225.340045,85.68062547,0,0,0,Normal
46962,1,1,45,356,8538.818619,42.58762404,0,0,0,Normal
51065,1,1,56,154,4112.405757,39.16576912,0,0,0,Normal
196,2,2,60,76,1387755.102,20408.16327,0,0,0,Normal
67708,2,2,50,217,7886.808058,59.07721392,0,0,0,Normal
2057044,9,5,20,11595,5646.451899,6.805882616,2,13,1,DDoS
55369,1,1,51,159,3792.736008,36.12129531,0,0,0,Normal
49806,1,1,55,83,2770.750512,40.15580452,0,0,0,Normal
4141053,9,6,20,10135,2804.84215,3.62226709,2,14,1,DDoS
657,1,1,0,0,0.0,3044.14003,1,1,1,BruteForce
7976780,8,6,20,4380,1456.101334,1.755094161,2,13,1,DDoS
3869897,8,6,20,4380,3001.371871,3.617667344,2,13,1,DDoS
269,2,2,34,290,2408921.933,14869.88848,0,0,0,Normal
69,1,1,0,0,0.0,28985.50725,1,1,1,PortScan
50099,1,1,44,60,2075.889738,39.92095651,0,0,0,Normal
6722561,9,6,20,7215,1727.764166,2.231292509,2,14,1,DDoS
325,2,2,30,207,1458461.538,12307.69231,0,0,0,Normal
4579873,8,6,20,5840,2536.096525,3.056853323,2,13,1,DDoS
606,1,1,0,0,0.0,3300.330033,1,1,1,BruteForce
30665,1,1,52,68,3913.256155,65.22093592,0,0,0,Normal
236,2,2,42,155,1669491.525,16949.15254,0,0,0,Normal
496,1,1,0,0,0.0,4032.258065,1,1,1,BruteForce
131,2,2,28,284,4763358.779,30534.35115,0,0,0,Normal
31240,2,2,43,97,8962.868118,128.0409731,0,0,0,Normal
7835773,8,5,20,5840,1482.304299,1.65905776,2,12,1,DDoS
116787,1,1,43,105,1267.264336,17.12519373,0,0,0,Normal
24202,1,1,45,151,8098.504256,82.63779853,0,0,0,Normal
49997,1,1,53,81,2680.16081,40.00240014,0,0,0,Normal
10102589,9,6,20,10135,1149.705288,1.484767914,2,14,1,DDoS
6946602,9,5,20,7215,1672.040517,2.015373848,2,13,1,DDoS
48241,1,1,46,95,2922.824983,41.4585104,0,0,0,Normal
62608,1,1,64,96,2555.583951,31.94479939,0,0,0,Normal
181,2,2,32,48,883977.9006,22099.44751,0,0,0,Normal
234,2,2,28,284,2666666.667,17094.01709,0,0,0,Normal
73010,2,2,32,130,4437.748254,54.78701548,0,0,0,Normal
3811920,8,4,20,8760,3047.020924,3.148019895,2,11,1,DDoS
12010715,8,5,20,7300,967.0531688,1.08236687,2,12,1,DDoS
46956,1,1,41,191,4940.795638,42.59306585,0,0,0,Normal
11954045,9,7,20,5755,971.637634,1.338459074,2,15,1,DDoS
135646,1,1,43,99,1046.842517,14.7442608,0,0,0,Normal
30957,1,1,42,138,5814.516911,64.60574345,0,0,0,Normal
85371,1,1,47,79,1475.911024,23.42715911,0,0,0,Normal
118098827,15,13,206,1418,44.03091997,0.237089569,2,27,0,Normal
50579,1,1,44,60,2056.189328,39.54210245,0,0,0,Normal
2543580,8,5,20,5840,4566.398541,5.110906675,2,12,1,DDoS
6744983,9,6,20,8760,1925.87587,2.223875138,2,14,1,DDoS
6111646,9,6,20,5840,1900.470021,2.454330634,2,14,1,DDoS
9280522,10,5,20,11595,1251.54598,1.616288394,2,14,1,DDoS
466,1,1,0,0,0.0,4291.845494,1,1,1,BruteForce
30505,1,1,56,97,5015.571218,65.56302246,0,0,0,Normal
60548,1,1,49,65,1882.803726,33.03164432,0,0,0,Normal
1696001,8,6,20,5840,6848.462943,8.254712114,2,13,1,DDoS
48212,1,1,88,170,5351.364805,41.4834481,0,0,0,Normal
6012924,8,5,20,10135,1931.672511,2.162009698,2,12,1,DDoS
4084891,8,5,20,4380,2843.405124,3.182459459,2,12,1,DDoS
59291,1,1,47,63,1855.256278,33.73193233,0,0,0,Normal
7092811,8,6,20,4380,1637.573594,1.973829558,2,13,1,DDoS
23770,1,1,51,112,6857.383256,84.13967186,0,0,0,Normal
90043310,10,10,1,1,0.111057668,0.222115335,0,20,0,Normal
101483,1,1,43,113,1537.203275,19.7077343,0,0,0,Normal
663,1,1,0,0,0.0,3016.591252,1,1,1,BruteForce
116497153,14,12,202,1418,39.96664193,0.22318142,2,25,0,Normal
3054421,10,6,20,10135,3802.684699,5.238308668,2,15,1,DDoS
63832545,16,19,416,1430,101.562612,0.548309644,2,34,0,Normal
4694941,10,6,20,5840,2473.939502,3.40792355,2,15,1,DDoS
1883962,7,6,20,4380,6165.198661,6.900351493,2,12,1,DDoS
2327306,9,7,20,5755,4990.74896,6.87490171,2,15,1,DDoS
86604,1,1,55,71,1454.898157,23.09362154,0,0,0,Normal
72629,1,1,50,148,2726.183756,27.53720965,0,0,0,Normal
3976134,9,6,20,5840,2921.179216,3.772508673,2,14,1,DDoS
2042852,9,6,20,10135,5685.678649,7.342675828,2,14,1,DDoS
31432,1,1,52,110,5153.983202,63.62942224,0,0,0,Normal
48,1,1,0,0,0.0,41666.66667,1,1,1,PortScan
8587776,8,5,20,5840,1352.503838,1.513779586,2,12,1,DDoS
12975448,9,5,20,5840,895.1521366,1.078960819,2,13,1,DDoS
132839,1,1,46,150,1475.470306,15.05581945,0,0,0,Normal
177,2,2,32,48,903954.8023,22598.87006,0,0,0,Normal
11295992,10,7,20,4380,1028.240813,1.504958573,2,16,1,DDoS
94089903,2,2,55,217,5.239669553,0.042512532,0,0,0,Normal
8011929,8,5,20,10135,1449.713296,1.62258053,2,12,1,DDoS
191,2,2,36,100,1424083.77,20942.40838,0,0,0,Normal
11963744,8,5,20,5840,970.8499279,1.086616364,2,12,1,DDoS
26390,1,1,48,48,3637.741569,75.78628268,0,0,0,Normal
11824653,8,6,20,4380,982.2698391,1.18396709,2,13,1,DDoS
112030169,10,10,48,48,8.569120341,0.17852334,0,0,0,Normal
618,1,1,0,0,0.0,3236.245955,1,1,1,BruteForce
6741813,8,6,20,5840,1722.830343,2.07659275,2,13,1,DDoS
30436,1,1,81,163,8016.822184,65.71165725,0,0,0,Normal
232,2,2,40,168,1793103.448,17241.37931,0,0,0,Normal
30942,1,1,55,120,5655.743003,64.63706289,0,0,0,Normal
9278493,8,5,20,7215,1251.819665,1.401089595,2,12,1,DDoS
118480089,22,24,249,1430,67.74134007,0.38825089,2,45,0,Normal
5779772,10,7,20,4380,2009.594842,2.941292494,2,16,1,DDoS
2021105,8,5,20,5840,5746.856299,6.432125001,2,12,1,DDoS
84164,1,1,0,0,0.0,23.76312913,1,1,1,Normal
2717712,9,6,20,7215,4273.815621,5.519348629,2,14,1,DDoS
60013,1,1,44,60,1732.957859,33.32611268,0,0,0,Normal
149,2,2,37,77,1530201.342,26845.63758,0,0,0,Normal
6762838,9,5,20,10135,1717.474232,2.070136827,2,13,1,DDoS
2678816,7,4,20,11595,4335.870773,4.106291735,2,10,1,DDoS
146,2,2,45,61,1452054.795,27397.26027,0,0,0,Normal
1418978,8,4,20,7215,8185.468696,8.456790732,2,11,1,DDoS
437539,1,1,46,72,269.6902448,4.571021098,0,0,0,Normal
7042831,2,2,49,104,39.3307748,0.567953427,0,0,0,Normal
45,1,1,0,0,0.0,44444.44444,1,1,1,PortScan
2354165,8,5,20,7300,4933.808803,5.522127803,2,12,1,DDoS
6840263,10,6,20,7215,1698.034125,2.339091348,2,15,1,DDoS
131817,2,2,38,97,2048.294226,30.34509965,0,0,0,Normal
23475,1,1,55,111,7071.352503,85.1970181,0,0,0,Normal
68378122,2,2,43,279,6.990540044,0.058498243,0,0,0,Normal
177017,9,6,20,8760,73382.78244,84.73762407,2,14,1,DDoS
204,2,2,35,134,1656862.745,19607.84314,0,0,0,Normal
585,10,10,68,62,2222222.222,34188.03419,0,0,0,Normal
10174716,8,4,20,8760,1141.555204,1.179394098,2,11,1,DDoS
8708038,8,6,20,5840,1333.825139,1.607710026,2,13,1,DDoS
118020445,262,516,709,1429,5819.000259,6.592078178,2,777,0,Normal
60928,1,1,56,280,5514.705882,32.82563025,0,0,0,Normal
563007,8,7,20,5840,20630.29412,26.64265276,2,13,2,DDoS
5908809,9,6,20,5840,1965.709164,2.538582648,2,14,1,DDoS
4013976,8,6,20,4380,2893.639623,3.487813579,2,13,1,DDoS
10549758,8,5,20,5840,1100.973122,1.232255754,2,12,1,DDoS
3891337,9,7,20,5840,2984.835289,4.111697342,2,15,1,DDoS
60511,1,1,42,138,2974.665763,33.05184181,0,0,0,Normal
10037589,8,6,20,5840,1157.150387,1.394757247,2,13,1,DDoS
5419828,8,6,20,4380,2143.056938,2.583107803,2,13,1,DDoS
181278,1,1,47,120,921.2369951,11.03277838,0,0,0,Normal
335371,1,1,46,88,399.557505,5.96354485,0,0,0,Normal
178,2,2,35,51,966292.1348,22471.91011,0,0,0,Normal
209282,1,1,47,146,922.200667,9.556483596,0,0,0,Normal
5332290,9,6,20,7300,2178.238618,2.813050303,2,14,1,DDoS
1953504,8,6,20,4380,5945.726244,7.166609334,2,13,1,DDoS
597,1,1,0,0,0.0,3350.083752,1,1,1,BruteForce
2921909,8,4,20,8760,3975.14091,4.106904082,2,11,1,DDoS
672,1,1,0,0,0.0,2976.190476,1,1,1,BruteForce
65502976,35,47,511,1430,386.4404573,1.251851519,2,81,0,Normal
435,1,1,63,123,427586.2069,4597.701149,0,0,0,Normal
23433,1,1,46,62,4608.884906,85.34972048,0,0,0,Normal
5625874,9,6,20,7300,2308.97457,2.66625239,2,14,1,DDoS
4029908,8,7,20,5840,2882.199792,3.72216934,2,14,1,DDoS
30054,1,1,48,48,3194.250349,66.54688228,0,0,0,Normal
1903979,8,6,20,4380,6100.38241,7.353022276,2,13,1,DDoS
47280,1,1,54,118,3637.901861,42.30118443,0,0,0,Normal
9062479,8,6,20,5840,1281.658142,1.544831166,2,13,1,DDoS
1065308,9,7,20,5840,10902.95013,15.01913062,2,15,1,DDoS
6000846,8,7,20,5840,1935.560419,2.49964755,2,14,1,DDoS
156,2,2,32,48,1025641.026,25641.02564,0,0,0,Normal
146982,8,7,20,4380,79023.28176,102.0533127,2,14,1,DDoS
46444,2,2,30,132,6976.143312,86.12522608,0,0,0,Normal
31298,1,1,54,108,5176.049588,63.90184676,0,0,0,Normal
5183080,9,5,20,10135,2240.945538,2.701096645,2,13,1,DDoS
14392323,2,2,56,128,24.24903888,0.277925947,0,0,0,Normal
47774,1,1,44,90,2804.872943,41.86377528,0,0,0,Normal
30717,1,1,41,105,4753.068333,65.11052512,0,0,0,Normal
30513,1,1,57,128,6062.989545,65.54583292,0,0,0,Normal
117588364,19,16,295,1460,48.64426892,0.297648499,2,34,0,Normal
1426034,8,4,20,8760,8144.967091,8.414946628,2,11,1,DDoS
2014964,9,5,20,8760,6446.765302,6.948014952,2,13,1,DDoS
169,2,2,40,137,2094674.556,23668.63905,0,0,0,Normal
4070554,9,6,20,5840,2853.419952,3.685002091,2,14,1,DDoS
2009955,8,6,20,5840,5778.73634,6.96533007,2,13,1,DDoS
27216,1,1,58,139,7238.389183,73.4861846,0,0,0,Normal
96110,1,1,49,155,2122.567891,20.80948913,0,0,0,Normal
159187,1,1,47,91,866.9049608,12.56384001,0,0,0,Normal
10506829,8,6,20,4380,1105.471499,1.332466722,2,13,1,DDoS
2056994,8,6,20,4380,5646.589149,6.806048049,2,13,1,DDoS
54,1,1,0,0,0.0,37037.03704,1,1,1,PortScan
583,1,1,0,0,0.0,3430.531732,1,1,1,BruteForce
111490789,32,37,1831,1460,244.3789325,0.618885207,2,68,0,Normal
6679420,10,6,20,7215,1738.923439,2.395417566,2,15,1,DDoS
1871045,8,6,20,4380,6207.760904,7.482449647,2,13,1,DDoS
7823498,9,6,20,4380,1484.630021,1.917300931,2,14,1,DDoS
648,2,1,0,0,0.0,4629.62963,2,1,1,PortScan
4492945,8,6,20,7300,2585.164074,3.115996301,2,13,1,DDoS
85236979,2,2,43,59,2.369863437,0.046927989,0,0,0,Normal
116250677,270,362,362,4380,6302.492329,5.436527479,2,631,0,Normal
11274704,8,6,20,7300,1030.182256,1.241717743,2,13,1,DDoS
388,1,1,0,0,0.0,5154.639175,1,1,1,BruteForce
11994699,8,5,20,7300,968.3444328,1.083812107,2,12,1,DDoS
72224751,2,2,54,82,3.267577897,0.055382676,0,0,0,Normal
559,1,1,0,0,0.0,3577.817531,1,1,1,BruteForce
6044860,7,6,20,4380,1921.467164,2.150587441,2,12,1,DDoS
35482,1,2,37,58,2677.4139,84.54991263,0,3,0,Normal
24396,1,1,49,91,5738.64568,81.98065257,0,0,0,Normal
6053860,8,7,20,5840,1918.610605,2.477757992,2,14,1,DDoS
32414,1,1,40,104,4442.524835,61.70173382,0,0,0,Normal
7005415,9,7,20,5840,1658.00313,2.283947489,2,15,1,DDoS
23325,1,1,56,122,7631.296892,85.7449089,0,0,0,Normal
115687063,32,24,435,796,117.1436084,0.484064497,2,55,0,Normal
4730829,8,6,20,4380,2455.172233,2.959312205,2,13,1,DDoS
4716683,9,5,20,8760,2462.535642,2.968187601,2,13,1,DDoS
30392,1,1,64,120,6054.224796,65.80679126,0,0,0,Normal
4127892,8,6,20,5840,2813.784857,3.391561601,2,13,1,DDoS
61940,1,1,56,280,5424.604456,32.28931224,0,0,0,Normal
61926,1,1,46,142,3035.881536,32.29661209,0,0,0,Normal
119979367,61,95,866,2860,858.9560237,1.300223563,2,155,0,Normal
8614275,10,11,20,10135,2694.364877,2.437813977,2,20,1,DDoS
23662,1,1,47,175,9382.131688,84.5237089,0,0,0,Normal
3877604,9,4,20,11595,2995.406442,3.352585772,2,12,1,DDoS
7510399,9,6,20,5755,1546.522362,1.997230773,2,14,1,DDoS
60859,1,1,49,199,4074.993017,32.86284691,0,0,0,Normal
6023462,8,6,18,4344,1927.96103,2.324244762,2,13,1,PortScan
3899957,9,6,20,7215,2978.237965,3.846196253,2,14,1,DDoS
66616,2,2,42,98,4203.194428,60.04563468,0,0,0,Normal
23580,1,1,46,62,4580.152672,84.81764207,0,0,0,Normal
9571782,9,6,20,4380,1213.462655,1.567106313,2,14,1,DDoS
11110811,8,5,20,4380,1045.378236,1.170031603,2,12,1,DDoS
24130,1,1,52,114,6879.403232,82.8843763,0,0,0,Normal
5195874,8,6,20,5840,2235.427572,2.694445631,2,13,1,DDoS
16581,1,1,48,48,5789.759363,120.6199867,0,0,0,Normal
60493,1,1,45,137,3008.612567,33.06167656,0,0,0,Normal
156,2,2,44,60,1333333.333,25641.02564,0,0,0,Normal
4107537,10,7,20,4380,2827.728636,4.13873326,2,16,1,DDoS
51231,1,1,43,113,3045.031329,39.03886319,0,0,0,Normal
10085444,10,6,20,7215,1151.659758,1.586444781,2,15,1,DDoS
116703627,13,11,278,1722,53.54589365,0.205649135,2,23,0,Normal
53777418,2,2,56,115,5.783096541,0.074380663,0,0,0,Normal
3629843,7,6,20,4380,3199.862914,3.581422117,2,12,1,DDoS
119952281,518,743,46,2494,3150.552844,10.51251372,0,1261,0,Normal
4027145,9,5,20,10135,2884.177252,3.476408225,2,13,1,DDoS
34,1,1,0,0,0.0,58823.52941,1,1,1,PortScan
6590697,10,6,20,8675,1762.332573,2.427664327,2,15,1,DDoS
597,1,1,0,0,0.0,3350.083752,1,1,1,BruteForce
23790,1,1,53,137,7986.54897,84.06893653,0,0,0,Normal
4167903,8,6,20,4380,2786.773109,3.359003317,2,13,1,DDoS
142,2,2,30,132,2281690.141,28169.01408,0,0,0,Normal
153028,8,4,20,8760,75901.14227,78.41702172,2,11,1,DDoS
8175808,8,4,20,8760,1420.654692,1.467744839,2,11,1,DDoS
48270,1,1,52,107,3293.971411,41.43360265,0,0,0,Normal
